score_training
review_id,user_id,business_id,stars,useful,funny,cool,text,date,yumminess_score,service_score
y9u8b8Oe9UHdyzXMnH824w,4YUabV9xHtvtxw2BLfl1AQ,zMMSWTHxkLWYR359o-IuAg,2,1,1,0,"Friday morning, only 2 other patrons in the place and it took about 5 minutes to even get a menu. When she put the menus down she didnt ask if we wanted anything to drink. We finally get drinks and my coffee sits empty the entire time until i wave her down everytime i want a refill. My omelet came with olives which i did not order. our food took about 20 minutes to arrive which in a diner with 2 other customers should not be the case. Both of our breakfasts were very mediocre. The cook came out and apologized for the olives but no discount or anything of that nature was offered. The cook, presumably the owner was very friendly but the server was an overall fail and the food wasnt much better. This is a pass in the future for me.",2010-12-31 22:19:31,0.4,0.3
VDPX4g9FTXQV4HdRhZOKkQ,ATTwCgbVIxTS-bptu87oKA,CPFKi2lZJazP6IdtCdDDyg,3,1,0,0,"The space is huge and inviting with reasonably comfy tables and chairs; a nice upgrade from the Truckee shop. Lots of nice decorative details too, like the mosaic lion on the wall. It looks like they're still landscaping out back which should be a nice outdoor space in the spring. I shared a latte with the wife and thought it was great and fresh. Kids hot chocolate for the kid was tasty enough. 
The big ding was for a $6.75 calzone (made next door,I believe) that they reheated on the panini press. While the filling was tasty enough, the reheating seared and slightly warmed a  chewy, stale crust. This awful texture voided anything good going inside the thing. While the pre-assembled sandwiches seem to hold up to the refrigeration and reheating, I would highly recommend coffeebar nix the reheated calzone idea; it just doesn't work.",2014-02-07 8:24:03,0.6,0.7
7Ir8WpY0eB9hmFo9s3VR8w,XUZaRO_ldTEaCTRGBvxcvA,CPFKi2lZJazP6IdtCdDDyg,5,0,0,0,"I go here quite often and the service is always good and the employees are always kind and happy. They make every experience there enjoyable. The coffee and food are always delightful. 5 out of 5, would recommend.",2018-07-09 19:07:06,0.9,0.95
PZHL4ftptsty7qldkDapiA,yZ2yZDq_Qo21DXCJrAFtxA,ju4YP8SLdR_BmWr_-Xh83Q,2,0,0,0,"Decide to try this place as it was the closes one near our area with 4 star review . Well, extremely disappointed compare to all other pho places we've been to. Very short staff, very stingy with toppings and napkins. My order was wrong but decided to have what was delivered because we had a long wait and the guy taking the orders was the same person preparing some orders .  I think I might of been overcharged( they didn't present us with a ticket . Same guy just clicked his computer and gave me my total at the register.)or this is very expensive compare to legit Vietnamese restaurants. $34  for 2 regular pho as nd 2 egg roll s.",2021-10-31 0:46:04,0.4,0.2
fTPTj38PNozYCxnoXmtsKQ,BHcPaG4X220bQsqORhMFkA,cBp1fn2LXpSHe4VbTXLYEw,5,0,0,0,"I've only been into the brick and mortar restaurant a couple of times, I usually get it delivered through ubereats. But the couple of times I did visit the store, the staff were very friendly and helpful. They were able to make good suggestions on what to order and what sauces to use. And they were very knowledgeable about the different Korean dishes. I've had every meat stop bibim-bob on the menu and they are all absolutely delicious! My favorite is the bulgogi though, the meat is tender and thin with jut the right amount of seasonings. I love that they offer so many different options for dietary restrictions as well. You can order most bowls gluten free or without rice. I always get the japchae. They make some of my favorite japchae I've ever had. I've also heard the potstickers are to die for! I'll have to try them for myself soon.",2018-09-15 1:38:08,1,0.95
XDBKdDsHrD-iOG-6C4GtIQ,qUF7SnTl84p2aSYpGMc2oQ,cBp1fn2LXpSHe4VbTXLYEw,5,0,0,0,"Amazing food, always satisfied! Great people and service. Try it, if you have never had Korean, give it a try will not disappoint.",2019-10-08 17:47:17,0.95,0.9
BpcyMDmYAa-ng-yi7R3bgQ,o6UJMpHcpLJEvmKLrxLS3w,VeFfrEZ4iWaecrQg6Eq4cg,3,3,0,1,It's been a long time since I've been here and the burgers were very tasty and the ingredients were fresh. Not as laid back as it once was but neither is Goleta. The prices here are still a notch lower than the Habit.,2019-12-04 3:22:53,0.85,0.6
l_d01Dj0DJ7JtVqmOHeOdw,5v13z0pLNjSAMPR-nHy_uA,mcr1lAEdvGLMJhuPwI3I2A,3,0,0,0,"I guess being from California, I am spoiled by great Chinese food. This place was ok. My family and I ordered beef noodle (it was ok), scallion pancake (soggy, not crispy), popcorn chicken (decent), and a salt and pepper pork chop (could be better). I also ordered a boba black tea (not good, boba was over cooked. Not good. For a Taiwanese place in Reno, it was not bad but I would probably try somewhere else first before coming back here.",2019-04-19 6:12:54,0.4,0.5
BR1p73k0cCL4AcV_53ONdg,2YcV4Ez46mBItRIehYeoGA,qNXAR7i6Tb3m0J0UBurj6g,5,0,0,0,"THIS PLACE IS DOPE. How their food is so good and so reasonably priced is beyond me. Their prosciutto sandwich transported me to a different dimension the first time I ate it, it was so good. Obviously the crack bowls are fantastic and get that lemon tahini sauce. Good god.",2021-10-21 19:41:35,1,0.8
TVju1srUdPqxiKMyFEKbOQ,smantZRbVX66eYVejZxpvQ,MbzgGsMQpGyVrUJXi_Jw0Q,3,2,1,1,"Nice spot in Santa Barbara to have a quick brekky. I got 2 eggs and bacon and coffee. 


It wasn't bad! But it also wasn't amazing.",2018-06-08 18:17:29,0.6,0.5
